试卷类别,Egs对应标签题型,题型,基本题型,Directions材料题干,选项与解析,正确答案解析,选项是否随机出现,是否依赖上级父题目,子题目是否可以随机出现
"英语专业四级","词汇与语法","Multiple Choice","选择题","In Britain, and on the Continent too, the Japanese are sometimes viewed ________ a threat to domestic industries.","like  _|_for_|_with _|_as ,3","view… as…把……视为……。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The League secretary and monitor ________ asked to make a speech at the meeting.","is_|_was	_|_are_|_were,1","the League secretary and monitor是指同一个人，所以用动词的单数形式。当一人兼数职时只在第一个职务前加定冠词。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Mary's family always ________ Christmas Day at her grandmother's house.","takes  _|_costs  _|_spends_|_charges,2","spend度过，消磨。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","One of his eyes was injured in an accident, but after a ________ operation, he quickly recovered his sight.","delicate _|_precise_|_considerate _|_sensitive,1","delicate棘手的，需要小心处理的；precise精确的；considerate想得周到的，体贴的；sensitive敏感的，灵敏度高的。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He was ________ pleased to see his brother because he had a favor to ask him.","peculiarly _|_particularly_|_deliberately  _|_patiently
,1","particularly尤其，特别地；peculiarly特有地，专有地；deliberately故意地，蓄意地；patiently有耐心地，坚韧地。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This spacious room is ________ furnished with just a few articles in it.","lightly_|_sparsely_|_hardly_|_rarely,2","hardly几乎没有；lightly稍微地；sparsely稀少地，不足地，贫乏地； rarely不常，难得。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The professor could hardly find sufficient grounds ________ his arguments in favor of the new theory.","to be based on_|_to base on_|_which to base on_|_on which to base,3","“介词+关系代词+动词不定式”做定语，base on的宾语是grounds。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Don't argue with Peter any longer. You are only wasting your breath ________ to get him to contribute to the Red Cross. ","having tried_|_to try_|_to be tried_|_trying,3","waste常用在主语+waste+time/money+in) doing sth. 结构中，表示浪费时间或金钱做某事。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Living in the central Australian desert has its problems, ________ obtaining water is not the least.","for which_|_to which_|_of which_|_in which,2","which引导非限制定语从句，其先行词为problems。 of which表示“在这些问题中”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ for your help, we'd never have been able to get over the difficulties.","Had it not_|_Had it not been_|_If it were not_|_If we had not been,1","本句主句是用了would have done 结构，说明此句表示的内容与过去事实相反，从句中一般使用过去完成时。在书面语中，使用虚拟语气的条件状语从句中，连词if可以省略，这时要把助动词were/had/should提到从句主语前面。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________, he does get irritated with her sometimes.","As he likes her much_|_Much although he likes her_|_Though much he likes her_|_ Much as he likes her,3","在as引导的让步状语从句中，形容词、副词、名词常移至从句之首，起强调作用。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Let's go to the snack bar, ________?","do you_|_will you_|_shall we_|_shan't we,3","Let's 开头的祈使句的反意提问句，疑问部分用shall we。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Mr. White works with a chemical import and export company, but he ________ for the industrial fair, since he is on leave.","has worked_|_works_|_has been working_|_is working,3","现在进行时表示现阶段正在进行的动作，也可表示一种临时或目前的情况。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","?Which coat did your husband buy??The black one, but I ________ the green one.","would rather have bought_|_would rather buy_|_would have rather bought_|_rather had bought,0","“买”这个动作已经发生，would rather之后的动作是与过去事实相反的假设，其结构为would rather have+过去分词。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","In my country, the ________ are all distributed free.","letters box_|_letters boxes_|_letter's box_|_letter boxes,3","letter box是两个名词叠加，中心词为box，类似用法如history teacher等，letter相当于形容词的作用，不用复数；由于系动词为are，因此box应用复数形式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","A sneeze cannot be performed voluntarily, ________ be easily suppressed.","nor it can_|_it can not_|_nor can it_|_cannot it,2","在否定词nor之后，要求主谓倒装，即将情态动词can提到it前面来。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Returning to my apartment ________.","my watch was missing_|_I found my watch disappeared_|_I found my watch missing_|_the watch was missed,2","当现在分词与过去分词作状语时，要特别注意分词的逻辑主语应该是句子的主语。使用现在分词或过去分词就要看分词与逻辑主语之间的主动或被动关系。
","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The younger person's attraction to stereos cannot be explained only ________ familiarity with technology.","in quest of_|_in terms of_|_by means of_|_by virtue of,1","in terms of从……观点看；in quest of寻找……； by means of 用（某物），借助（某物）；by virtue of 因为，由于。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Peter likes country life and has decided to ________ farming.","go in for_|_go through with_|_go back on_|_go along with,0","go in for爱好，从事，致力于；go through with 做完，完成；go back on违背诺言，毁约；go along with一起去，同意，支持。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","David tends to feel useless and unwanted in a society that gives so much ________ to those who compete well.","prestige_|_superiority_|_regime_|_legislation,0","prestige声望，威望；superiority优越，优势；regime政体，政体；legislation立法，法规。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The presidential candidate ________ his position by winning several primary elections.","enforced_|_intensified_|_enriched_|_consolidated,3","consolidate强化，巩固；enforce执行（规则），强制，强迫；intensify加强，增强；enrich充实，使丰富。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Political upheavals displace thousands or millions, economic innovations drew workers and entrepreneurs like magnets; environmental disasters like famine or disease pushed their ________ survivors anywhere they could replant hope.","bedraggled_|_snobbish_|_bounteous_|_unassuming,0","bedraggled衰败的；snobbish势利的；bounteous丰收的；unassuming谦虚的。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","I am ________ glad to have someone to speak to.","so too_|_much too_|_only too_|_still too,2","only too为固定搭配，意为“非常”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He would have government provide them instead with jobs that pay slightly less than the minimum wage, earned-income tax credits to ________ them over the poverty line, drug counseling, job training and, if necessary, day care for their children.","nudge_|_shove_|_prompt_|_poke,0","nudge劝说，鼓励；shove猛推，用力推；prompt促使，使下定决心； poke插入，戳进。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He plays tennis to the ________ of all other sports.","eradication_|_exclusion_|_extension_|_inclusion,2","to the exclusion of为固定搭配，表示“排除”；eradication根除；extension延伸，扩展；inclusion包括，包含。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The chances of a repetition of these unfortunate events are ________ indeed.","distant_|_slim_|_unlikely_|_narrow,1","slim（机会、希望等）微小的，渺茫的。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Since the two countries couldn't ________ their differences, they decided to stop their negotiations.","rectify_|_reconcile_|_oblige_|_obscure,1","reconcile调解，调和；rectify改正，纠正（某事物）；oblige迫使某人做某事；obscure变模糊，使难理解。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The driving instructor told me to ________ at the post office.","pull up_|_pull back_|_pull round_|_pull about,0","pull up停车；pull about拖来拖去，粗暴对待；pull back撤回，减速；pull round使康复，使复原。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Although I like the appearance of the house, what really made me decide to buy it was the beautiful ________ through the window.","vision_|_picture_|_look_|_view,3","view景色，视野；vision视力，视觉，洞察力；picture（电视或电影）的画面；look外表，表情。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This kind of material can ________ heat and moisture.","delete_|_constrain_|_compel_|_repel,3","repel击退，抵制；delete删去；constrain约束，迫使；compel强迫某人做某事。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Your story about the frog turning into a prince is ________ nonsense.","sheer_|_shield_|_shear_|_sheet,0","sheer完全的，全然的；shield保护，庇护；shear剪羊毛；sheet床单，被单。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","You won't be able to finish the job ________ you stop playing around.","unless_|_lest _|_in case that_|_so that,0","unless除非；lest以免，惟恐；in case that万一；so that结果，以致。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","At the last committee meeting, the motion that the club ________ open until midnight was defeated.","remains _|_remained   _|_remain_|_would remain,2","名词motion作“动议，提议”解时，其后的同位语从句用虚拟语气。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ conscious of my moral obligations as a citizen.","I was and always will be     _|_I have to be and always will be
_|_I had been and always will be     _|_I have been and always will be,3","本句考查两个时态：第一个表示开始于过去而持续到现在的动作，用现在完成时；第二个表示一般将来，用will be。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","We often go to the amusement park which is situated in ________ a deserted field.","that used to be_|_that is used to be _|_what used to be_|_what is used to,2","句中is situated in后须接名词性短语或从句；D项be used to意为“习惯于”，to后接名词；C项used to意为“过去常常，过去一直”，符合题意。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","John has to prepare the mathematic examination ________.","he can as best _|_best as he can_|_as he can best   _|_as best he can,3","as best (one) can意为“尽最大努力”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","If the little girl _______ in that beautiful cap, she wouldn't feel so conspicuous.","wasn't dressed  _|_didn't dress _|_weren't dressed _|_won't dress,2","本句考查虚拟语气用在条件句中表示对现在的假设，从句谓语动词用一般过去式，be动词用were，主句谓语动词用would +动词原形。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The film ________, she left her seat so quietly that no one complained that her leaving disturbed their watching the film.","began   _|_beginning _|_having begun   _|_being beginning,2","本句中独立主格做时间状语，独立主格的逻辑主语是the film，因此要用表示主动的现在分词结构；另外，分词短语的动作发生在主句动作之前，要用分词的完成形式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Surrounded by the police, the kidnappers had no choice but ________.","surrender_|_surrendering _|_to surrender_|_to have surrendered,2","介词but，except，save前面有do anything/nothing/everything结构时，其后接不带to的动词不定式；本句中but前没有此类结构，其后需接带to的不定式。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","It is not ________ to discuss the question again and again.","worth_|_worthy
_|_worthwhile_|_worth while,2","be worthwhile to do sth. 为固定搭配。另外，be worthy of sth. 意为“值得……” be worth doing sth. 表示“某事值得被做”。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","There is no reason they should limit how much vitamin you take, ________ they can limit how much water you drink.","much more than _|_no more than _|_no less than_|_any more than 
,3","ho more…than…= not any more than, 表示“同……一样不”，前半句中已有否定词no，后面不能再用否定。much more than比…多得多； no more than仅仅，只是； no less than多达。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","________ does not necessarily mean that he is greedy.","For the reason that a man is wealthy_|_The fact that a man is wealthy
_|_That a man is wealthy    _|_Just because a man is wealthy,2","该句中需填入一个名词性结构充当主语成分，C项that引导主语从句。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Shakespeare is the greatest English writer?will there ever be such ________?","the other  _|_another _|_others_|_other,1","another另一个；others意为“另几个，另外的人”，the other意为“两个中的另一个”。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Gunpowder was discovered in the 12th century, but ________.","man did not put it to use in war two hundred years later_|_until two centuries more it was used in war_|_not used in warfare until two hundred years later _|_in warfare did not use it two hundred years afterwards,2","并列连接词and，but，as well as等所连接的谓语形式必须一致。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","He is the best investment adviser and ________ can tell you which share you should buy.","as such _|_as to _|_so as to  _|_such as to,0","as such在此句中意为“作为（这样）一个……”。such相当于不定代词one；as为介词。 ","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The harder the shrub is to grow, ________.","the higher price it is_|_the higher price it would have_|_the higher the price is  _|_the higher is the price,2","“the+形容词或副词的比较级…，the+形容词或副词的比较级”这一句型中，句子用陈述语序。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This young tree could not have been damaged by accident; I believe it was done ________.","on principle_|_on purpose _|_on hand _|_on duty,1","on purpose故意地；on principle依据（自己的）道德准则；on hand准备帮忙，随时可用；on duty上班，值班。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Will you ________ this passage to see if there is any misprint?","look up  _|_go over _|_dwell on _|_work out,1","go over 仔细查看，查阅；look up 查字典，拜访；dwell on细想，详述；work out相处，制定。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","This book has been in the works so long that I have lost _______ of most of the sources found for me by the staff of the library.","trace  _|_trail _|_track  _|_touch,2","lost track of…与失去……的联系，失去……的线索；trace痕迹，遗迹；trail踪迹，足迹；touch接触。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Recently, great advances have been made in the study of Venus surface by the use of radar waves to ______ the dense cloud layer.","persecute _|_pierce_|_penetrate_|_plunge,2","penetrate穿过，渗入；pierce刺破，刺穿；persecute迫害；plunge猛地投入，猛地插入。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Because he was ________ of the new speed limit, he was stopped and warned for speeding.","suspicious _|_ignorant_|_negligible_|_regardless,1","ignorant of不知道；suspicious of 怀疑；negligible 可以忽略的，微不足道的；regardless of无论，不管。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Alone in the plane, Edgar knew it would be fatal to fall asleep. He watched the instrument panel ________.","intensely _|_intentionally_|_internally _|_intently,3","intently集中地，专心地；intensely强烈地，热心地；intentionally故意地；internally在国内，在内部。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The chair looks rather hard, but in fact it is very comfortable to ________.","sit_|_seat_|_be sat on_|_sit on,3","如果不定式为不及物动词，其后应有必要的介词。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The insurance company paid him $10,000 in _______ after his accident.","compensation_|_substitution  _|_installment_|_commission,0","compensation补偿，赔偿；substitution替换，替代；installment分期付款，分期交付；commission佣金。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Corporations and labor unions have ________ great benefits upon the employees and members as well as upon the general public. ","conferred _|_granted_|_flung _|_submitted,0","confer sth. on/upon sb.授予（头衔，学位，恩惠）；grant sth. to sb.给某人某物；fling用力扔；submit使屈服，使屈从。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","By ________ commutation, he estimated that the repairs on the house would cost him a thousand dollars.","coarse_|_crude _|_rude   _|_rough,3","rough粗略的，不精确的；coarse粗鲁的，粗俗的；crude天然的，未经加工的；rude粗鲁的，无礼的，粗俗的。","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","The new technological revolution in American newspapers has brought increased _______, a wider range of publications and an expansion of newspaper jobs.","manipulation_|_circulation _|_reproduction _|_penetration,1","circulation发行量；manipulation操纵，处理；reproduction复制；penetration渗透，穿透。","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题"," Which is the most important crop in America? ","Corn._|_Rice._|_Barley._|_Oat.,0","","0","0","2"
"英语专业四级","词汇与语法","Multiple Choice","选择题","Which of the following sentences is INCORRECT?","All his lectures are very interesting._|_Half their savings were gone._|_Many his friends came to the party._|_Both his sisters are nurses.,2","本题考查的是all，half，many，both这几个词的用法。all可以作形容词、代词和副词，A项中all作为形容词；half可以作形容词、名词和副词，B项中half为形容词；many可以作形容词和代词；作形容词时后面直接加名词，但是如果名词前有限定词修饰（比如the，my等），那么many后面要加of；both可以作形容词、代词和副词，D项中both为形容词。","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","George W. Bush was re-elected President of the United States as candidate of ______.","the Democratic Party	_|_the Republic Party_|_the Labor Party		_|_the Conservative Party,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following has nothing to do with Easter?","Rabbits._|_Haggis._|_Chicks._|_Eggs.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The largest state of the United States is ________.","Texas_|_Alaska_|_California_|_Hawaii,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which branch of American government has the power to interpret the Constitution?","The Supreme Court_|_The president_|_The two Houses_|_The Senate,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The two leading parties in Britain are ________.","the Conservative Party and the Labor Party _|_the Conservative Party and the Liberal Party_|_the Liberal Party and the Labor Party_|_the Democratic Party and the Labor Party,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is the most common religion in New Zealand?","Islam_|_Christianity  _|_Judaism_|_Buddhism,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is NOT the representative writer in the Age of Realism in the literary history of the United States.","Henry James_|_Emily Dickinson_|_William Dean Howells_|_Mark Twain,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","""If winter comes, can spring be far behind?"" is an epigrammatic line by ________.","J. Keats_|_W. Blake_|_W. Wordsworth _|_P. B. Shelley,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is considered to be the best known English dramatist since Shakespeare, and his representative works are plays inspired by social criticism.","Richard Sheridan_|_Oliver Goldsmith _|_Oscar Wilde_|_Bernard Shaw,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","We can do things with words?this is the main idea of ________.","the Speech Act Theory _|_the Co-operative principles _|_the Polite Principles_|_Pragmatics,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","According to the semantic triangle theory, a word is not directly related to the thing it refers to. They are connected by ________.","meaning_|_reference_|_concept_|_sense,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The distinction between competence and performance is proposed by ________.","Saussure_|_Halliday_|_Chomsky_|_Anonymous 
,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The British Isles are made up of ________.","Britain and Scotland_|_Scotland and Ireland_|_Great Britain and Ireland_|_Great Britain and Northern Ireland,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","""The President Honesty"" refers to ________.","the break-in at the Watergate complex_|_Nixon's involvement in the cover-up_|_Nixon's cover-up attempt and the like_|_Nixon's resignation,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","<i>Waiting for Godot</i> was written by ________.","William Butler Yeats_|_T. S. Eliot_|_Samuel Beckett  _|_James Joyce,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","H. G. Wells was most famous for ________.","<i>Around the World in Eighty Days</i>_|_<i>Of Human Bondage</i>_|_<i>The Moon and Sixpence</i>_|_<i>The Time Machine</i>,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The locality in Mark Twain's works is usually somewhere along ________.","the Hudson River_|_the Missouri River_|_the Mississippi River_|_the Colorado River,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","In most general terms language is used to convey meaning. The study of meaning is known as ________.","phonology_|_morphology_|_semantics_|_pragmatics,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The distinction between langue and parole was made by ________.","F. de Saussure_|_N. Chomsky_|_L. Bloomfield_|_M.A.K. Halliday,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The notion of superordinate is related to ________.","synonymy_|_homonymy_|_polysemy_|_hyponymy,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The New Deal was started by ________.","Franklin Roosevelt _|_J.F. Kennedy  _|_George Washington _|_Thomas Jefferson,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Australian national day is set on January 26 to commemorate ________.","the founding of the Commonwealth of Australia_|_the discovery of the great southern unknown land_|_the first European settlement of the continent_|_Captain James Cook's first voyage around Australia,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is the widely practiced custom in Scottish New Year?","First-footing._|_Kissing under the mistletoe._|_Burns supper._|_Using magic spells to see into future.,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","What flourished in Elizabethan age more than any other form of literature?","Novel._|_Drama._|_Essay. _|_Poetry.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following was the most famous Scottish novelist?","D.H. Lawrence._|_Robert L. Stevenson._|_Charles Dickens. _|_Walter Scott.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is NOT a black author?","Richard Wright. _|_Alan Ginsberg. _|_James Baldwin. _|_Ralph Ellison.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The plural affix in the word tables is a(n) ________.","free morpheme_|_inflectional suffix _|_derivational suffix_|_root ,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The pair of words"" lend"" and ""borrow"" are ________.","gradable opposites _|_converse opposites _|_co-hyponyms _|_synonyms,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ refers to the utterance of a sentence with determinate sense and reference.","Locutionary act_|_Illocutionary act _|_Perlocutionary act _|_Speech act,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is NOT considered a characteristic of London?","The cultural center.  _|_The business center._|_The financial center. _|_The sports center.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","If a student wants to go to university in Britain, he/she will take the examination called ________.","General Certificate of Education?Advanced_|_General Certificate of Secondary Education_|_The Common Entrance Examination_|_General national Vocational Qualifications,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following phrases cannot be used to describe the continent of Australia?","The smallest continent._|_The largest Island._|_The highest continent. _|_The driest continent.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The following were the founding fathers of the American Republic except ________.","George Washington_|_Thomas Jefferson_|_William Penn_|_Benjamin Franklin,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following was written by Henry David Thoreau?","<i>Nature</i>._|_<i>Walden</i>._|_<i>The Scarlet Letter</i>. _|_<i>The Fall of the House of Usher</i>.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which one of the four authors is NOT the Nobel Prize Winner?","Ernest Hemingway._|_Eugene O'Neill._|_William Faulkner._|_F. Scott Fitzgerald.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following did not belong to English Romanticism?","Keats._|_Wordsworth._|_Shelley. _|_E. M. Foster.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The word ""lab"" is formed through ________.","back formation _|_blending_|_clipping_|_derivation,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The relationship between ""fruit"" and ""apple"" is ________.","homonymy_|_hyponymy_|_polysemy _|_synonymy,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","What does 'IC' stands for as a syntactic notion and analytical technique?","Inferential Connective._|_Inflectional Component._|_Immediate Constituent._|_Implicative Communication.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is the capital of Scotland?","Cardiff._|_Edinburgh._|_Glasgow. _|_Manchester.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Who were the ancestors of the English and the founders of England?","The Anglo-Saxons._|_The Normans. _|_The Vikings._|_The Romans.,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Schooling in Australia between the ages of 6 and 15 is ________.","free_|_expensive _|_compulsory_|_optional,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","In the United States, people go to church mainly for the following reasons except ________.","for finding a job in society_|_for having a place in a community_|_for identifying themselves with dominant values_|_for getting together with friends,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following was a writer of the Post- Revolutionary period in the US history?","Edgar Allan Poe. _|_Natty Bumppo. _|_Washington Irving._|_Rip Van Wrinkle.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Several gifted women played a part in the 19th-century of the English literature, which of the following is an exception?","Virginia Woolf._|_Jane Austen._|_Emily Bronte._|_George Eliot.,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ does not belong to the ""Lost Generation"".","John Dos Passo_|_Ernest Hemingway_|_F. Scott Fitzgerald_|_John Steinbeck,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Of all the speech organs the ________ is /are the most flexible.","mouth _|_lips_|_tongue_|_vocal cords ,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The branch of Linguistics that studies how context influences the way speakers interpret sentences is called ________.","Semantics_|_Pragmatics _|_Sociolinguistics_|_Psycholinguistics,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The term ________ linguistics may be defined as a way of referring to the approach which studies language change over various periods of time and at various historical stages.","synchronic_|_diachronic_|_comparative_|_historical comparative,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The head of State of New Zealand is ________.","the Prime Minister_|_the Governor-General  _|_the British Monarch_|_the Ombudsman,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is NOT particularly British Christmas tradition?","Enjoying the Pantomime._|_The Queen broadcasting her Christmas message._|_Receiving gifts from Santa Claus._|_Shopping on the Boxing Day.,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is the only branch that can make federal laws, and levy federal taxes in the US?","The Executive._|_The Legislative._|_The Judicial._|_The President.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is NOT included in the groups of naturalists in the American literature.","Sherwood Anderson_|_Jack London_|_Stephen Crane_|_Theodore Dreiser,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","________ is NOT written by Hemingway.","<i>Light in August</i>_|_<i>The Sun Also Rise</i>_|_<i>A Farewell to Arms</i>_|_<i>For Whom the Bell Tolls</i>,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is NOT included in the four great tragedies of Shakespeare?","<i>The Merchant of Venice</i>_|_<i>King Lear</i>_|_<i>Macbeth</i>_|_<i>Othello</i>,0","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Mark Twain, one of the greatest 19th century American writers, is well known for his ________.","international theme_|_waste-land imagery_|_local color_|_symbolism,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is NOT a component of linguistic context?","Words and phrases._|_Sentence._|_Text or passage._|_Time and space.,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Homophones are often employed to create puns for desired effects of ________.","humor_|_sarcasm_|_ridicule_|_all the above ,3","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","An idiom differs from a free phrase in that the former is ________ and the latter is not.","structurally changeable_|_semantically analyzable_|_structurally fixed  _|_easily understood,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Which of the following is the world's oldest national newspaper?","<i>The Times</i>._|_<i>The Observer</i>. _|_<i>The Guardian</i>._|_<i>The Financial Times</i>.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","Radio Australia is ________.","a domestic radio service in Australia_|_an English-language international radio service_|_an overseas service of the ABC_|_a local service run by Australian government,2","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","On which day is Halloween celebrated?","5 November._|_31 October._|_17 March._|_25 December.,1","","0","0","2"
"英语专业八级","人文知识","Multiple Choice","选择题","The two main land masses in New Zealand are________.","the White island and the thermal region_|_the north Island and the South Island_|_the Southern Alps and the North Island_|_Auckland and the South Island,1","","0","0","2"
